0.5806181004	-0.7027481526	1
0.6122636948	-0.6483292593	1
0.6371381625	-0.5901557852	1
0.7345847271	-0.6120848258	1
0.8113157802	-0.6001019667	1
0.8057543971	-0.5134086169	1
0.785261492	-0.4248094051	1
0.8586511529	-0.4034838245	1
0.9235025535	-0.3697741665	1
0.901596815	-0.290711959	1
0.9315372757	-0.2378372122	1
0.9942057653	-0.1932713635	1
0.9431822351	-0.1151970927	1
0.9771852625	-0.059947501	1
1.0403719673	-0.0042835988	1
0.998214805	0.0634820036	1
1.0195570823	0.1273076727	1
1.0208429328	0.1927372251	1
0.9997789763	0.2561236704	1
1.0240446498	0.3281967436	1
0.9518374141	0.3785753536	1
0.9274608462	0.4387453059	1
0.9582591403	0.5224303418	1
0.8945047309	0.5677337145	1
0.8394489126	0.6132264947	1
0.8256838386	0.6832703605	1
0.8201024906	0.7645728951	1
0.6856873333	0.7411651418	1
0.6953355375	0.8408543254	1
0.6907077204	0.9397975633	1
0.6146259437	0.9622163473	1
0.5472694721	0.9916588913	1
0.4674101263	0.9974132789	1
0.415570336	1.0491523743	1
0.366083234	1.1146141728	1
0.2771944381	1.0865728091	1
0.2047822951	1.0913968798	1
0.1433717903	1.1389006142	1
0.0791439053	1.1983282184	1
0.0042010455	1.212859575	1
-0.0740026295	1.1590137716	1
-0.1453666253	1.1005169041	1
-0.218663502	1.1285602924	1
-0.2993864973	1.1717878263	1
-0.3697556221	1.1366362766	1
-0.4532366588	1.1522796393	1
-0.5078148127	1.0739491999	1
-0.576915415	1.044586883	1
-0.647984329	1.0178171897	1
-0.7291153721	1.0047219286	1
-0.7788454353	0.9387469834	1
-0.8446128502	0.8976659078	1
-0.9156706712	0.8602233241	1
-0.9540829822	0.7867302779	1
-1.0133097511	0.7346529302	1
-1.0927679945	0.6956707681	1
-1.1479779109	0.6340813361	1
-1.1652115301	0.5484117918	1
-1.1989799829	0.4743634256	1
-1.256559972	0.4101522256	1
-1.2956403326	0.3353180348	1
-1.3578616344	0.2647908949	1
-1.3667278611	0.1773717453	1
-1.3627612839	0.0888617704	1
0.8123568462	-0.9871268716	2
-0.2675890152	-0.3255200404	2
-0.8472612857	0.3293946076	2
-0.1716190718	-0.4310062119	2
-0.7381186048	0.5330628055	2
-0.5782909816	-0.9155026488	2
0.7007385821	0.2220939827	2
-0.7024864096	0.5786925267	2
0.6370420533	0.1273497259	2
0.6386834475	0.1691447637	2
-0.0563327189	-0.4696612564	2
-0.3435210003	0.7021515585	2
-0.3551966148	0.0069592986	2
1.0173689068	-0.7381552465	2
-1.0323117074	0.0034283786	2
2.96012315776173E-05	-1.1663411841	2
-0.9423262	0.0539908397	2
0.2885714274	-0.5528233065	2
0.6521506464	-0.1273777643	2
0.4116158181	-0.4453945027	2
-0.8340242885	0.4592014981	2
-0.1407893272	-0.438093718	2
-0.5254828813	0.7218297824	2
0.6146123869	-1.1299383232	2
-0.2125442654	0.8227016133	2
0.0639144447	-0.5146900449	2
1.3039943816	-0.5262418895	2
0.9246437231	-0.7578876721	2
-0.087195728	-0.4651078829	2
0.1033103552	0.8156000509	2
0.7018202141	-0.0511858358	2
0.6710790621	0.4150949654	2
0.3029949704	0.7572002509	2
-0.3687621953	-0.1396068801	2
-0.9670160146	0.1208477805	2
-0.787643439	-0.6576557886	2
0.6006871205	0.4349428937	2
-0.9055726235	-0.5732963832	2
-0.145909887	-1.1503907434	2
0.6090458294	0.2927753113	2
0.0029608374	-0.4860473825	2
1.1046798468	-0.5135846274	2
-0.5729860505	0.6909622059	2
0.5349195787	0.5646061707	2
0.4769963574	0.6476591801	2
1.266958858	-0.4144949292	2
0.734076412	-1.0129514685	2
-1.0248329104	-0.0623585578	2
0.5241662472	-0.2382819162	2
0.5177070456	-1.1008321349	2
1.1425728148	-0.6304985425	2
-0.2591534445	-0.3543371542	2
0.573264522	-0.1805704266	2
0.1658318624	-0.515873955	2
-0.1746745355	-0.3466834534	2
-0.0600279854	-1.0752193892	2
-0.2737660168	-0.170709057	2
0.3710307156	-1.14218268	2
0.4314401167	-0.2515064199	2
-0.3115590184	-0.3215600756	2
0.3180244187	-0.5180244895	2
0.2179134822	-1.1210335756	2
-0.3108715269	-0.09086348	2
-0.0165396879	-0.4411289714	2
0.1262596387	-0.4204001508	2
-0.216724222	-0.440124551	2
1.280262169	-0.3300102005	2
0.4747704654	-0.3989857603	2
-0.810970383	0.5176083837	2
0.149269903	-1.2089341461	2
-0.3408769557	-0.113051371	2
0.6071753919	-0.2455442248	2
-0.3244758051	-0.1585221518	2
-1.0475053023	-0.2632560595	2
-0.8823734211	0.4180497513	2
1.3275823593	-0.0838095612	2
-0.4852334535	0.767944935	2
-0.3458699049	-1.0677884338	2
0.3412004215	-0.475552195	2
-0.1061192187	0.8437577577	2
0.0977740285	-0.4845323966	2
-0.9935597904	-0.5374494513	2
-0.0523089484	0.8452597087	2
-0.9107089375	0.1677768542	2
-0.6480283326	-0.8915735155	2
-0.808020698	-0.7552723397	2
-0.9816955292	-0.3190889757	2
0.5828273958	0.3289532664	2
0.5528818521	0.5171650861	2
-0.1857122008	-0.3230985431	2
-0.5475398552	-0.9920560917	2
-0.0056710554	0.7887929686	2
-0.2156981984	-1.1292490489	2
-0.9490267886	0.312091374	2
0.4525504777	-1.1499741954	2
0.0255754692	-0.5488108892	2
0.6441288655	-0.1698574116	2
0.2972498361	-1.1587670902	2
-0.3575869443	-0.2186978515	2
0.3178888163	0.6854116622	2
0.338354892	-0.3930995572	2
1.3075953045	-0.2509274425	2
-0.2706456057	-0.2393302982	2
0.867304879	-0.8064341906	2
-0.4512242629	0.8366371628	2
0.4219277841	-0.3938658488	2
0.6760210557	0.0419024726	2
0.4869430661	-0.2551207339	2
0.5398670982	-0.4091189687	2
-0.2870928104	-0.2751308499	2
-0.162251802	0.8744858207	2
-0.3427199429	-0.0205202	2
0.1803778961	-0.402593365	2
0.2371865385	-0.5121144223	2
-0.6890356855	-0.8345858311	2
0.0449094657	0.7887462826	2
-0.4125340121	-1.0431880905	2
-0.8505141376	-0.6196975093	2
-0.3263744917	-1.2237962363	2
-0.659531965	0.6166354274	2
-0.9323367995	-0.1852098062	2
0.6465045963	0.0860461435	2
0.6354240387	0.2551261736	2
-0.267664088	-0.0566469707	2
-0.4567696143	-0.9794295879	2
-0.3209282188	0.809838503	2
0.5988784746	0.4892392738	2
0.2440281111	0.7541831704	2
-0.7389715337	-0.7878501503	2
0.3659208461	0.6702342364	2
0.2355263608	0.8682108053	2
-0.9402787461	-0.3753100917	2
-0.2640887595	0.8051165296	2
0.6936068217	-0.0042876588	2
1.1127799257	-0.7108404528	2
0.4358570711	0.6783591121	2
-1.0002701193	-0.1268960908	2
-0.3343933615	-0.2392857981	2
-0.9552424479	0.2467574413	2
0.1591160164	0.8193042811	2
-0.1201775186	-0.4632919418	2
1.3135187803	-0.1662600268	2
0.8814240069	-0.9442179163	2
0.6197627283	-0.073507058	2
0.4482932363	0.5525209011	2
-0.9618712103	-0.4508709077	2
-0.330088935	-0.0679677635	2
0.6379878818	-0.9985784446	2
0.0732796904	-1.1854383111	2
-0.6160783126	0.6534706002	2
